,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI
1345,Mauritania,1990,0.854,33.858000000000004,2034347.0,0.0,0.479,2908675000.0,0.18
1346,Mauritania,1995,1.015,33.965,2313630.0,0.0,0.984,3768651859.5,0.19
1347,Mauritania,2000,1.114,33.25,2630217.0,0.0,0.352,4838789742.0,0.2
1348,Mauritania,2005,1.436,33.955,3024198.0,0.0,0.8759999999999999,6728917014.6,0.21
1349,Mauritania,2007,1.638,33.678999999999995,3202512.0,0.01,0.836,8570478440.7,0.22
1350,Mauritania,2010,1.96,33.705,3494200.0,0.01,0.457,9559709904.0,0.23
1351,Mauritius,1950,0.202,21.963,493258.0,0.0,0.887,1897166340.0,0.21
1352,Mauritius,1955,0.128,21.509,570650.0,0.0,0.316,2340984555.0,0.24
1353,Mauritius,1960,0.18,21.996,660025.0,0.0,0.37,2915554684.0,0.28
1354,Mauritius,1965,0.304,21.196,753283.0,0.0,0.469,3949144856.0,0.3
1355,Mauritius,1970,0.498,21.741,826451.0,0.0,0.351,3867180282.0,0.3
1356,Mauritius,1975,0.59,21.522,892219.0,0.0,0.42,5339329830.0,0.32
1357,Mauritius,1980,0.59,22.44,966039.0,0.0,0.312,6716995970.0,0.34
1358,Mauritius,1985,0.707,21.89,1015764.0,0.0,0.474,8434796160.0,0.36
1359,Mauritius,1990,1.462,22.298,1055869.0,0.01,0.438,12196699422.0,0.39
1360,Mauritius,1995,1.828,22.22600000000001,1128676.0,0.01,0.8490000000000001,14115228680.343,0.41
1361,Mauritius,2000,2.689,22.268,1185147.0,0.01,0.305,16925978350.939,0.44
1362,Mauritius,2005,3.294,22.428,1222010.0,0.01,0.424,18300743296.208,0.47
1363,Mauritius,2007,3.686,22.352,1233890.0,0.01,0.42,19614977649.121,0.49
1364,Mauritius,2010,3.913,23.453000000000007,1247953.0,0.01,0.351,21054192348.101,0.5
1365,Mexico,1900,1.0,25.328000000000003,13383654.0,0.05,0.63,24791954000.0,0.07
1366,Mexico,1913,11.743,23.328000000000003,14714406.0,0.34,0.557,29999880000.0,0.09
1367,Mexico,1925,57.085,24.485,15709880.0,1.54,0.317,41854560000.0,0.12
1368,Mexico,1929,22.148,25.126,16638808.0,0.52,0.272,40905000000.0,0.12
1369,Mexico,1933,16.741,24.753,17760035.0,0.5,0.249,37516165000.0,0.13
1370,Mexico,1938,24.265,24.691,19352452.0,0.58,0.174,48848695000.0,0.15
1371,Mexico,1950,30.508,25.1,27944671.0,0.51,0.193,99982981800.0,0.21
1372,Mexico,1955,39.662,25.288,32350593.0,0.53,0.194,133695450840.0,0.24
1373,Mexico,1960,63.052,26.039,37771861.0,0.67,0.226,182206279115.0,0.26
1374,Mexico,1965,75.168,24.8,44123863.0,0.66,0.456,258981943063.0,0.29
1375,Mexico,1970,113.951,24.782,51493565.0,0.76,0.269,362723660934.0,0.32
1376,Mexico,1975,164.139,24.819000000000003,59607947.0,0.96,0.27,486091818495.0,0.35
1377,Mexico,1980,267.744,26.521,67761367.0,1.37,0.216,678622118991.0,0.39
1378,Mexico,1985,287.371,24.783,75983486.0,1.41,0.35,751167296625.0,0.42
1379,Mexico,1990,317.042,26.144,83943135.0,1.39,0.258,823577510748.0,0.43
1380,Mexico,1995,331.597,25.42,91663290.0,1.41,0.2,916478932514.111,0.44
1381,Mexico,2000,396.066,24.765,98899845.0,1.57,0.242,1241194659983.68,0.47
1382,Mexico,2005,463.993,26.095,106005199.0,1.57,0.22,1427076745647.72,0.5
1383,Mexico,2007,479.787,25.431,109170503.0,1.52,0.262,1572355483727.45,0.51
1384,Mexico,2010,463.783,26.187,114092961.0,1.39,0.208,1637760656435.49,0.52
1385,Moldova,1980,37.871,18.062,4011085.0,0.19,0.27,36278211684.0,0.41
1386,Moldova,1985,41.765,17.883000000000006,4216244.0,0.21,0.346,38984520456.0,0.44
1387,Moldova,1990,36.634,18.961,4365562.0,0.16,0.4320000000000001,43214990000.0,0.47
1388,Moldova,1995,11.405,20.5,4340602.0,0.05,0.315,15569822188.372,0.43
1389,Moldova,2000,3.573,19.57,4202659.0,0.01,0.333,12554039951.955,0.43
1390,Moldova,2005,4.938,18.447000000000006,4159296.0,0.02,0.267,16157469934.686,0.46
1391,Moldova,2007,4.979,22.415,4130129.0,0.02,0.434,16819761639.862,0.46
1392,Moldova,2010,4.831,20.793000000000006,4086090.0,0.01,0.325,17302215313.562,0.47
1393,Mongolia,1980,6.855,16.395,1689622.0,0.04,0.198,2677790000.0,0.32
1394,Mongolia,1985,8.998,15.2,1921889.0,0.04,0.294,3725436000.0,0.35
1395,Mongolia,1990,9.89,14.634,2184139.0,0.04,0.273,4502883000.0,0.36
1396,Mongolia,1995,7.899,15.622,2298017.0,0.03,0.188,4952892982.2,0.34
1397,Mongolia,2000,7.487,18.432,2397417.0,0.03,0.288,7225650550.8,0.36
1398,Mongolia,2005,8.574,16.887,2526429.0,0.03,0.21,12547451827.2,0.41
1399,Mongolia,2007,12.079,18.405,2593819.0,0.04,0.247,16520106807.2,0.42
1400,Mongolia,2010,13.82,18.479,2719902.0,0.04,0.281,21791068390.3,0.45
1401,Morocco,1929,0.033,22.939,6388618.0,0.0,0.498,,0.05
1402,Morocco,1933,0.175,22.184,6800399.0,0.01,0.345,,0.06
1403,Morocco,1938,0.465,24.532,7423424.0,0.01,0.436,,0.06
1404,Morocco,1950,2.56,24.078000000000007,8985986.0,0.04,0.484,21667307496.0,0.1
1405,Morocco,1955,3.555,24.164,10502658.0,0.05,0.505,25487884428.0,0.12
1406,Morocco,1960,3.636,22.922,12328532.0,0.04,0.652,26312833212.0,0.13
1407,Morocco,1965,4.254,23.955,14230163.0,0.04,0.812,31254994188.0,0.15
1408,Morocco,1970,7.282,22.298,16004732.0,0.05,0.481,40982292400.0,0.16
1409,Morocco,1975,11.065,21.786,17796171.0,0.06,0.447,51629450544.0,0.17
1410,Morocco,1980,15.818,23.717,19990006.0,0.08,0.491,70582899184.0,0.2
1411,Morocco,1985,17.682,23.956,22499111.0,0.09,0.411,82816249384.0,0.23
1412,Morocco,1990,22.298,23.83,24807461.0,0.1,0.377,102154761170.0,0.25
1413,Morocco,1995,28.75,23.234,26994255.0,0.12,0.33,112179726116.506,0.27
1414,Morocco,2000,33.199,25.229,28793672.0,0.13,0.335,136310686682.99,0.3
1415,Morocco,2005,44.661,25.56600000000001,30455563.0,0.15,0.333,173624636868.684,0.33
1416,Morocco,2007,48.913,23.928,31163670.0,0.16,0.433,194460175483.606,0.35
1417,Morocco,2010,54.365,23.68,32343384.0,0.16,0.461,224738368229.096,0.37
1418,Mozambique,1929,0.011,20.016,4273952.0,0.0,0.197,,0.04
1419,Mozambique,1933,0.051,20.282,4523612.0,0.0,0.447,,0.05
1420,Mozambique,1938,0.04,19.818,4849256.0,0.0,0.208,,0.06
1421,Mozambique,1950,0.901,19.744,5958982.0,0.02,0.291,11288300058.0,0.06
1422,Mozambique,1955,1.373,19.716,6508400.0,0.02,0.163,13610703312.0,0.09
1423,Mozambique,1960,1.882,20.384,7184870.0,0.02,0.209,15803766450.0,0.1
1424,Mozambique,1965,2.003,18.969,8039217.0,0.02,0.353,17873013238.0,0.1
1425,Mozambique,1970,2.981,20.441,9022747.0,0.02,0.274,25847553750.0,0.12
1426,Mozambique,1975,2.882,19.985,10165216.0,0.02,0.33,23348167752.0,0.12
1427,Mozambique,1980,3.198,19.261,11630194.0,0.02,0.187,23539593955.0,0.15
1428,Mozambique,1985,1.135,19.859,12764385.0,0.01,0.215,19149771600.0,0.14
1429,Mozambique,1990,0.989,21.608,12987292.0,0.0,0.356,22495833648.0,0.15
1430,Mozambique,1995,1.109,20.242,15483277.0,0.0,0.232,17625140300.466,0.16
1431,Mozambique,2000,1.322,20.897,17711925.0,0.01,0.246,20141915482.164,0.19
1432,Mozambique,2005,1.77,22.236,20493927.0,0.01,0.3229999999999999,20658225118.602,0.21
1433,Mozambique,2007,2.189,20.738000000000003,21673319.0,0.01,0.272,20803539632.326,0.23
1434,Mozambique,2010,2.635,21.235,23531567.0,0.01,0.348,20039610834.241,0.23
1435,Namibia,1990,,16.253,1432899.0,,0.3720000000000001,7363138983.0,0.35
1436,Namibia,1995,1.619,15.751,1627866.0,0.01,0.447,9444600555.788,0.36
1437,Namibia,2000,1.605,16.8,1794583.0,0.01,0.494,11306642313.636,0.34
1438,Namibia,2005,2.312,16.252,1938316.0,0.01,1.047,14023657802.112,0.35
1439,Namibia,2007,2.36,14.977,2006516.0,0.01,0.831,15867124624.604,0.35
1440,Namibia,2010,3.085,15.630999999999998,2118877.0,0.01,1.145,17398968957.605,0.38
1441,Nepal,1950,0.026,21.074,8483322.0,0.0,0.265,7209980000.0,0.04
1442,Nepal,1955,0.044,21.247,9316916.0,0.0,0.47,8474226000.0,0.05
1443,Nepal,1960,0.081,22.255,10105060.0,0.0,0.472,9834300000.0,0.08
1444,Nepal,1965,0.18,22.577,10972912.0,0.0,0.777,11068378000.0,0.09
1445,Nepal,1970,0.227,20.767,12074628.0,0.0,0.369,12574545000.0,0.1
1446,Nepal,1975,0.352,21.825,13420367.0,0.0,0.7559999999999999,13763862000.0,0.12
1447,Nepal,1980,0.541,20.906,15016408.0,0.0,0.7929999999999999,15445941000.0,0.13
1448,Nepal,1985,0.676,21.885,16858315.0,0.0,0.504,19628166000.0,0.16
1449,Nepal,1990,0.721,22.241,18905480.0,0.0,0.246,24523435000.0,0.19
1450,Nepal,1995,2.309,22.84,21576074.0,0.01,0.675,31356697225.1,0.22
1451,Nepal,2000,3.037,20.856,23941099.0,0.01,0.581,39381723907.2,0.24
1452,Nepal,2005,2.987,22.715,25744500.0,0.01,0.353,46375900453.5,0.27
1453,Nepal,2007,2.57,21.961,26382586.0,0.01,0.205,49595509418.0,0.3
1454,Nepal,2010,4.824,22.484,27013207.0,0.01,0.15,57388249934.4,0.31
1455,Netherlands,1870,4.943,15.07,3609009.0,0.93,0.862,15963420000.0,0.21
1456,Netherlands,1880,7.973,14.72,4031125.0,0.93,0.512,18864638000.0,0.23
1457,Netherlands,1890,10.285,14.11,4519467.0,0.79,0.521,23028730000.0,0.26
1458,Netherlands,1900,14.634,15.879,5120625.0,0.75,0.542,27283452000.0,0.29
1459,Netherlands,1913,27.55,14.729,6146063.0,0.79,0.254,39782456000.0,0.33
1460,Netherlands,1925,33.592,15.084,7297354.0,0.9,0.277,59067954000.0,0.37
1461,Netherlands,1929,41.267,13.99,7716885.0,0.97,0.333,70567176000.0,0.4
1462,Netherlands,1933,38.569,15.523,8113668.0,1.16,0.401,65072300000.0,0.4
1463,Netherlands,1938,43.307,15.816,8610453.0,1.03,0.152,72676080000.0,0.42
1464,Netherlands,1950,51.286,17.495,10042051.0,0.85,0.204,96665091066.0,0.48
1465,Netherlands,1955,60.986,14.445,10709621.0,0.82,0.203,125548332876.0,0.49
1466,Netherlands,1960,73.438,16.288,11448815.0,0.78,0.327,151718574000.0,0.51
1467,Netherlands,1965,100.404,15.142,12248333.0,0.89,0.449,191976456000.0,0.51
1468,Netherlands,1970,141.803,17.299,13001941.0,0.95,0.312,248591790125.0,0.54
1469,Netherlands,1975,152.525,15.14,13683287.0,0.89,0.315,291063991284.0,0.56
1470,Netherlands,1980,176.632,15.112,14148410.0,0.91,0.147,331504751638.0,0.59
1471,Netherlands,1985,146.98,13.938,14513947.0,0.72,0.37,353024508180.0,0.6
1472,Netherlands,1990,161.807,15.293,14965442.0,0.71,0.212,411390797650.0,0.64
1473,Netherlands,1995,172.3,14.764,15467852.0,0.73,0.209,474287665876.888,0.69
1474,Netherlands,2000,171.085,16.163,15926188.0,0.68,0.172,603576153931.554,0.76
1475,Netherlands,2005,176.922,16.615,16367153.0,0.6,0.103,663883921321.105,0.79
1476,Netherlands,2007,171.881,17.539,16506651.0,0.55,0.187,720937993889.321,0.81
1477,Netherlands,2010,181.538,16.32,16682927.0,0.54,0.217,727959468558.5,0.83
1478,New Zealand,1880,0.656,5.839,509585.0,0.08,0.541,3105960000.0,0.29
1479,New Zealand,1890,1.422,6.095,661529.0,0.11,0.595,3980025000.0,0.3
1480,New Zealand,1900,2.44,5.16,807964.0,0.12,0.735,5528757000.0,0.33
1481,New Zealand,1913,4.214,5.237,1096177.0,0.12,0.695,9213864000.0,0.38
1482,New Zealand,1925,4.089,5.311,1355788.0,0.11,0.435,11657170000.0,0.41
1483,New Zealand,1929,4.894,7.113,1457030.0,0.12,0.581,12338748000.0,0.42
1484,New Zealand,1933,3.546,5.048,1528061.0,0.11,0.402,11232760000.0,0.41
1485,New Zealand,1938,4.246,6.15,1599567.0,0.1,0.457,16521200000.0,0.43
1486,New Zealand,1950,8.569,6.155,1908011.0,0.14,0.375,25722110490.0,0.49
1487,New Zealand,1955,9.393,5.632000000000001,2136388.0,0.13,0.327,29709824544.0,0.52
1488,New Zealand,1960,11.532,6.455,2372599.0,0.12,0.3229999999999999,35782531902.0,0.53
1489,New Zealand,1965,13.685,6.073,2626649.0,0.12,0.5539999999999999,45787176400.0,0.55
1490,New Zealand,1970,14.18,6.81,2818391.0,0.1,0.217,50438271750.0,0.54
1491,New Zealand,1975,18.27,5.553999999999999,3082622.0,0.11,0.295,62066044600.0,0.55
1492,New Zealand,1980,17.479,6.141,3146610.0,0.09,0.157,62391722150.0,0.56
1493,New Zealand,1985,21.858,7.292999999999999,3268234.0,0.11,0.315,72396720000.0,0.57
1494,New Zealand,1990,25.649,6.561,3398175.0,0.11,0.386,74483238000.0,0.59
1495,New Zealand,1995,28.149,6.271,3674940.0,0.12,0.366,86504431818.6,0.65
1496,New Zealand,2000,32.339,7.393,3858992.0,0.13,0.166,101981112535.0,0.73
1497,New Zealand,2005,37.553,6.266,4135353.0,0.13,0.318,123645495811.788,0.8
1498,New Zealand,2007,36.657,6.229,4233046.0,0.12,0.152,132482703037.907,0.81
1499,New Zealand,2010,35.031,6.662999999999999,4370060.0,0.11,0.21,135624844463.879,0.82
1500,Nicaragua,1950,0.19,26.158,1294994.0,0.0,0.255,2816370000.0,0.15
1501,Nicaragua,1955,0.392,26.712,1508103.0,0.01,0.595,4198776000.0,0.17
1502,Nicaragua,1960,0.531,26.541,1773132.0,0.01,0.258,4699964000.0,0.19
1503,Nicaragua,1965,0.78,26.672,2068379.0,0.01,0.669,7595000000.0,0.22
1504,Nicaragua,1970,1.403,26.885,2406523.0,0.01,0.489,9162539000.0,0.23
1505,Nicaragua,1975,1.927,27.131,2806859.0,0.01,0.228,12006135000.0,0.25
1506,Nicaragua,1980,2.022,26.96,3265520.0,0.01,0.182,9569442000.0,0.26
1507,Nicaragua,1985,1.985,26.906,3734343.0,0.01,0.333,9880260000.0,0.27
1508,Nicaragua,1990,2.044,27.028,4173435.0,0.01,0.386,8348404000.0,0.28
1509,Nicaragua,1995,2.755,27.599,4652185.0,0.01,0.552,9966535185.0,0.3
1510,Nicaragua,2000,3.721,26.598000000000003,5069310.0,0.01,0.227,13909591895.4,0.35
1511,Nicaragua,2005,4.27,27.496,5438692.0,0.01,0.355,17753885092.5,0.38
1512,Nicaragua,2007,4.551,27.614,5590066.0,0.01,0.282,20171036371.2,0.39
1513,Nicaragua,2010,4.468,27.284,5824058.0,0.01,0.402,21950676903.6,0.39
1514,Niger,1960,0.029,33.125,3388774.0,0.0,0.336,4746060219.0,0.04
1515,Niger,1965,0.092,32.214,3914118.0,0.0,0.7879999999999999,6472059360.0,0.06
1516,Niger,1970,0.216,33.488,4510645.0,0.0,0.67,6471749837.0,0.07
1517,Niger,1975,0.333,33.128,5184940.0,0.0,0.38,5689989900.0,0.07
1518,Niger,1980,0.57,33.259,5989000.0,0.0,0.4270000000000001,7866668479.0,0.08
1519,Niger,1985,0.994,33.829,6915994.0,0.0,0.496,6525748550.0,0.09
1520,Niger,1990,0.602,33.949,8026592.0,0.0,0.569,6837988560.0,0.09
1521,Niger,1995,0.562,34.295,9490289.0,0.0,0.223,6415909636.296,0.09
1522,Niger,2000,0.694,33.19,11331561.0,0.0,0.438,7477987720.988,0.11
1523,Niger,2005,0.709,32.974000000000004,13624474.0,0.0,0.624,9808796255.667,0.12
1524,Niger,2007,0.716,33.942,14685404.0,0.0,0.338,10715390812.635,0.14
1525,Niger,2010,1.17,34.335,16464025.0,0.0,0.328,12693036842.718,0.13
1526,Nigeria,1925,0.645,26.725,25162929.0,0.02,0.525,,0.04
1527,Nigeria,1929,0.931,26.539,26800741.0,0.02,0.259,,0.04
1528,Nigeria,1933,0.634,27.332,28471939.0,0.02,0.362,,0.05
1529,Nigeria,1938,0.975,28.033,30663997.0,0.02,0.5660000000000001,,0.06
1530,Nigeria,1950,2.257,28.25500000000001,37859750.0,0.04,0.358,38156326800.0,0.08
1531,Nigeria,1955,2.697,26.687,41086100.0,0.04,0.214,49579611732.0,0.09
1532,Nigeria,1960,3.403,27.551,45138460.0,0.04,0.304,54302555053.0,0.1
1533,Nigeria,1965,11.75,27.138,50127920.0,0.1,0.59,72336375685.0,0.11
1534,Nigeria,1970,21.52,28.31900000000001,55982142.0,0.14,0.291,96941350928.0,0.12
1535,Nigeria,1975,47.352,27.469,63374289.0,0.28,0.3229999999999999,132128496500.0,0.15
1536,Nigeria,1980,68.035,27.475,73423646.0,0.35,0.231,155628247840.0,0.16
1537,Nigeria,1985,69.636,27.66,83562776.0,0.34,0.441,137605681738.0,0.18
1538,Nigeria,1990,38.857,28.434,95212454.0,0.17,0.342,171278464707.0,0.19
1539,Nigeria,1995,33.417,28.188,107948339.0,0.14,0.247,202397627227.283,0.2
1540,Nigeria,2000,78.823,27.802000000000003,122283853.0,0.31,0.245,268133049200.584,0.21
1541,Nigeria,2005,105.758,27.568,138865014.0,0.36,0.484,481805858072.112,0.22
1542,Nigeria,2007,94.27,27.761000000000006,146339971.0,0.3,0.545,581024773353.142,0.23
1543,Nigeria,2010,112.314,28.06900000000001,158503203.0,0.34,0.284,810068034542.346,0.23
1544,Norway,1870,0.63,8.269,1736968.0,0.12,1.36,3777095000.0,0.25
1545,Norway,1880,1.249,7.865,1912126.0,0.15,0.888,4803257000.0,0.26
1546,Norway,1890,2.077,8.07,2005632.0,0.16,0.917,5529693000.0,0.28
1547,Norway,1900,4.155,8.549000000000001,2224417.0,0.21,0.965,7245270000.0,0.3
1548,Norway,1913,6.918,7.702999999999999,2457013.0,0.2,0.421,10803505000.0,0.33
1549,Norway,1925,7.595,8.440000000000001,2719852.0,0.2,0.475,13001551000.0,0.36
1550,Norway,1929,9.521,7.093999999999999,2789197.0,0.22,0.4320000000000001,15598895000.0,0.37
1551,Norway,1933,9.179,10.649,2856004.0,0.28,0.42,16099114000.0,0.38
1552,Norway,1938,10.478,8.05,2939240.0,0.25,0.386,19947184000.0,0.41
1553,Norway,1950,8.432,8.469000000000001,3265274.0,0.14,0.4,28259665530.0,0.46
1554,Norway,1955,11.414,6.7780000000000005,3430335.0,0.15,0.28,34424895996.0,0.48
1555,Norway,1960,13.087,9.262,3582508.0,0.14,0.416,41123367437.0,0.5
1556,Norway,1965,16.39,8.228,3724457.0,0.14,0.5760000000000001,51573115356.0,0.51
1557,Norway,1970,27.979,10.532,3876049.0,0.19,0.352,61972260438.0,0.55
1558,Norway,1975,30.612,7.162999999999999,4008026.0,0.18,0.345,78383042280.0,0.57
1559,Norway,1980,31.813,10.364,4086070.0,0.16,0.282,98181534220.0,0.59
1560,Norway,1985,32.348,8.464,4153111.0,0.16,0.4370000000000001,114639983752.0,0.61
1561,Norway,1990,35.098,9.436,4247286.0,0.15,0.326,124859204604.0,0.62
1562,Norway,1995,38.522,8.741,4366996.0,0.16,0.275,174580200499.046,0.67
1563,Norway,2000,42.171,7.551,4499375.0,0.17,0.25,242722150724.918,0.73
1564,Norway,2005,43.382,8.533000000000001,4632359.0,0.15,0.236,314925241442.833,0.82
1565,Norway,2007,45.714,10.065,4719403.0,0.15,0.393,352664749492.547,0.84
1566,Norway,2010,45.697,8.019,4885878.0,0.14,0.288,383737866260.94,0.83
1567,Oman,1965,0.026,32.598,625006.0,0.0,0.863,1138811616.0,0.12
1568,Oman,1970,0.234,33.011,723842.0,0.0,0.565,4714814016.0,0.15
1569,Oman,1975,7.251,32.589,882038.0,0.04,0.813,6212164570.0,0.19
1570,Oman,1980,6.042,33.794000000000004,1154373.0,0.03,2.102,7625996787.0,0.21
1571,Oman,1985,8.619,31.977000000000004,1498413.0,0.04,0.956,15457397171.0,0.27
1572,Oman,1990,11.222,33.408,1812158.0,0.05,0.531,18309502498.0,0.33
1573,Oman,1995,15.719,33.456,2204267.0,0.07,0.424,32979270449.052,0.38
1574,Oman,2000,21.536,33.841,2267973.0,0.09,0.461,53667835136.803,0.41
1575,Oman,2005,29.467,34.646,2511254.0,0.1,0.66,74672895896.111,0.44
1576,Oman,2007,43.97,34.253,2657162.0,0.14,0.335,94693960593.363,0.47
1577,Oman,2010,46.915,34.151,3041435.0,0.14,0.249,137422620669.842,0.49
1578,Pakistan,1950,5.355,30.0,37542370.0,0.09,0.27,40434437800.0,0.09
1579,Pakistan,1955,7.437,29.789,40488032.0,0.1,0.145,44967658340.0,0.11
1580,Pakistan,1960,11.926,30.392000000000003,44988690.0,0.13,0.306,51948891838.0,0.11
1581,Pakistan,1965,16.83,29.402,50917975.0,0.15,0.529,70661281260.0,0.13
1582,Pakistan,1970,20.504,30.343000000000004,58142062.0,0.14,0.305,99675947388.0,0.15
1583,Pakistan,1975,23.188,29.335,66816875.0,0.14,0.279,116475292419.0,0.16
1584,Pakistan,1980,31.932,30.66,78054346.0,0.16,0.194,157740585567.0,0.18
1585,Pakistan,1985,46.814,30.371,92191505.0,0.23,0.366,220940073180.0,0.18
1586,Pakistan,1990,67.827,30.535,107647918.0,0.3,0.226,290069532390.0,0.21
1587,Pakistan,1995,83.614,30.972,123776835.0,0.36,0.411,376967612886.691,0.23
1588,Pakistan,2000,105.42,30.449,142343583.0,0.42,0.3720000000000001,459798549047.041,0.24
1589,Pakistan,2005,134.757,30.728,160304007.0,0.46,0.261,641139075388.916,0.26
1590,Pakistan,2007,155.846,29.962,167808106.0,0.49,0.2,719251907035.723,0.28
1591,Pakistan,2010,154.145,29.719,179424643.0,0.46,0.182,805483296365.679,0.29
1592,Panama,1950,0.524,26.061,859658.0,0.01,0.274,2301261000.0,0.25
1593,Panama,1955,0.714,26.433000000000003,981083.0,0.01,0.293,2796426000.0,0.27
1594,Panama,1960,0.996,26.566,1133005.0,0.01,0.355,3693116000.0,0.29
1595,Panama,1965,1.527,26.876,1314679.0,0.01,0.451,5504226000.0,0.32
1596,Panama,1970,2.201,26.929,1519286.0,0.01,0.289,7855561000.0,0.35
1597,Panama,1975,3.659,26.663,1745142.0,0.02,0.4270000000000001,9880101000.0,0.39
1598,Panama,1980,3.108,27.336,1978489.0,0.02,0.411,13424040000.0,0.43
1599,Panama,1985,2.727,26.734,2219200.0,0.01,0.3720000000000001,16051872000.0,0.43
1600,Panama,1990,2.632,27.293000000000003,2470946.0,0.01,0.284,17035767000.0,0.43
1601,Panama,1995,3.653,27.083,2739667.0,0.02,0.334,22570156609.2,0.45
1602,Panama,2000,5.728,26.839,3030333.0,0.02,0.272,28706484620.0,0.48
1603,Panama,2005,6.971,27.218000000000004,3330222.0,0.02,0.26,35933064820.0,0.51
1604,Panama,2007,7.35,27.256,3453671.0,0.02,0.52,43958183814.0,0.52
1605,Panama,2010,9.072,27.206,3642691.0,0.03,0.314,51741884351.7,0.54
1606,Paraguay,1950,0.062,18.969,1473241.0,0.0,0.478,3528324579.0,0.26
1607,Paraguay,1955,0.19,19.368,1673667.0,0.0,0.239,3870313623.0,0.28
1608,Paraguay,1960,0.304,18.974,1903990.0,0.0,0.352,4479776148.0,0.29
1609,Paraguay,1965,0.549,21.561,2172309.0,0.0,0.42,5694560192.0,0.3
1610,Paraguay,1970,0.743,18.96,2474757.0,0.0,0.371,6996917625.0,0.31
1611,Paraguay,1975,0.836,19.695,2791236.0,0.0,0.277,9879328000.0,0.33
1612,Paraguay,1980,1.485,18.022,3181627.0,0.01,0.219,16341148000.0,0.36
1613,Paraguay,1985,1.548,18.957,3676206.0,0.01,0.405,18342962000.0,0.36
1614,Paraguay,1990,2.136,17.015,4223413.0,0.01,0.322,22196120000.0,0.38
1615,Paraguay,1995,3.937,20.325,4776838.0,0.02,0.316,26638152773.055,0.41
1616,Paraguay,2000,3.606,19.844,5323202.0,0.01,0.235,26804835160.359,0.43
1617,Paraguay,2005,3.78,20.985,5824095.0,0.01,0.509,35459264017.544,0.45
1618,Paraguay,2007,4.042,19.438,5998430.0,0.01,0.28,39426408109.481,0.45
1619,Paraguay,2010,5.022,19.687,6248017.0,0.02,0.38,45988692024.188,0.46
1620,Peru,1890,0.011,,3364190.0,0.0,,2830716000.0,0.05
1621,Peru,1900,0.245,18.919,3692024.0,0.01,1.147,3954432000.0,0.06
1622,Peru,1913,1.572,18.585,4348132.0,0.05,0.703,7065275000.0,0.08
1623,Peru,1925,4.785,18.571,5135856.0,0.13,0.463,12446850000.0,0.1
1624,Peru,1929,7.082,18.442,5466477.0,0.17,0.54,16409236000.0,0.12
1625,Peru,1933,6.661,18.403,5827151.0,0.2,0.579,14282216000.0,0.12
1626,Peru,1938,8.005,18.653,6316971.0,0.19,0.352,19135116000.0,0.14
1627,Peru,1950,4.542,18.366,7777452.0,0.08,0.392,28079967500.0,0.19
1628,Peru,1955,6.124,18.875,8858392.0,0.08,0.301,37365493500.0,0.21
1629,Peru,1960,8.165,18.982,10155011.0,0.09,0.362,47003423000.0,0.23
1630,Peru,1965,11.952,19.367,11711402.0,0.11,0.47,65696161700.0,0.26
1631,Peru,1970,17.766,19.235,13459789.0,0.12,0.293,81043370400.0,0.29
1632,Peru,1975,21.927,19.031,15424745.0,0.13,0.314,104551628304.0,0.32
1633,Peru,1980,24.065,19.506,17547612.0,0.12,0.172,117521549910.0,0.35
1634,Peru,1985,19.455,18.851,19772871.0,0.1,0.318,113560608000.0,0.37
1635,Peru,1990,21.401,19.175,22071433.0,0.09,0.41,103572000000.0,0.39
1636,Peru,1995,24.669,19.77,24299168.0,0.11,0.188,135477495647.566,0.41
1637,Peru,2000,30.104,19.335,26459944.0,0.12,0.46,156021172119.996,0.45
1638,Peru,2005,36.934,19.567,27866140.0,0.12,0.426,194913492438.016,0.47
1639,Peru,2007,34.669,19.012,28333050.0,0.11,0.499,228649463803.484,0.48
1640,Peru,2010,57.173,19.763,29027680.0,0.17,0.42,275677712720.687,0.49
1641,Philippines,1913,0.007,27.301,8288682.0,0.0,0.263,14779800000.0,0.07
1642,Philippines,1925,0.084,26.852,10420173.0,0.0,0.377,24886200000.0,0.15
1643,Philippines,1929,0.069,27.348000000000003,11325615.0,0.0,0.291,29028280000.0,0.15
1644,Philippines,1933,0.077,27.19,12379611.0,0.0,0.278,30878598000.0,0.15
1645,Philippines,1938,0.157,26.762,13879585.0,0.0,0.32,36568530000.0,0.18
1646,Philippines,1950,3.604,27.227,18580483.0,0.06,0.504,36049936384.0,0.22
1647,Philippines,1955,6.616,27.196,22177060.0,0.09,0.189,53157364075.0,0.24
1648,Philippines,1960,8.325,27.482,26269741.0,0.09,0.308,67128593467.0,0.25
1649,Philippines,1965,13.965,27.233,30909997.0,0.12,0.464,86595482107.0,0.29
1650,Philippines,1970,24.751,27.732,35803591.0,0.17,0.214,108553593152.0,0.31
1651,Philippines,1975,32.482,27.464,41285741.0,0.19,0.257,143695704922.0,0.33
1652,Philippines,1980,36.869,27.491,47357741.0,0.19,0.394,192910469234.0,0.34
1653,Philippines,1985,27.899,27.682,54275836.0,0.14,0.529,180907322475.0,0.36
1654,Philippines,1990,41.35,27.421,61895169.0,0.18,0.21,227937195440.0,0.39
1655,Philippines,1995,59.95,28.054,69784087.0,0.26,0.15,263686194019.369,0.41
