,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
1280,Netherlands,1995,172.3,14.764,15467852.0,0.73,0.209,474287665876.888,0.69,15.026416666666668,3.7035
1281,New Zealand,1995,28.149,6.271,3674940.0,0.12,0.366,86504431818.6,0.65,15.026416666666668,3.7035
1282,Nicaragua,1995,2.755,27.599,4652185.0,0.01,0.552,9966535185.0,0.3,15.026416666666668,3.7035
1283,Niger,1995,0.562,34.295,9490289.0,0.0,0.223,6415909636.296,0.09,15.026416666666668,3.7035
1284,Nigeria,1995,33.417,28.188,107948339.0,0.14,0.247,202397627227.283,0.2,15.026416666666668,3.7035
1285,Norway,1995,38.522,8.741,4366996.0,0.16,0.275,174580200499.046,0.67,15.026416666666668,3.7035
1286,Oman,1995,15.719,33.456,2204267.0,0.07,0.424,32979270449.052,0.38,15.026416666666668,3.7035
1287,Pakistan,1995,83.614,30.972,123776835.0,0.36,0.411,376967612886.691,0.23,15.026416666666668,3.7035
1288,Panama,1995,3.653,27.083,2739667.0,0.02,0.334,22570156609.2,0.45,15.026416666666668,3.7035
1289,Paraguay,1995,3.937,20.325,4776838.0,0.02,0.316,26638152773.055,0.41,15.026416666666668,3.7035
1290,Peru,1995,24.669,19.77,24299168.0,0.11,0.188,135477495647.566,0.41,15.026416666666668,3.7035
1291,Philippines,1995,59.95,28.054,69784087.0,0.26,0.15,263686194019.369,0.41,15.026416666666668,3.7035
1292,Poland,1995,362.877,16.685000000000002,38458642.0,1.55,0.184,363194527137.81,0.53,15.026416666666668,3.7035
1293,Portugal,1995,54.543,20.362,10091322.0,0.23,0.218,191953577523.216,0.53,15.026416666666668,3.7035
1294,Puerto Rico,1995,,27.502,3567691.0,,0.253,78327749122.7,0.56,15.026416666666668,3.7035
1295,Qatar,1995,31.298,34.429,513447.0,0.13,0.614,9599472059.022,0.43,15.026416666666668,3.7035
1296,Romania,1995,124.257,18.772,22964747.0,0.53,0.133,134463637323.348,0.43,15.026416666666668,3.7035
1297,Russia,1995,1613.141,12.388,148227471.0,6.88,0.166,1270544062062.8,0.48,15.026416666666668,3.7035
1298,Rwanda,1995,0.455,19.748,5836490.0,0.0,0.157,5523730817.706,0.12,15.026416666666668,3.7035
1299,Saudi Arabia,1995,262.421,34.024,18638790.0,1.12,0.207,354480721633.543,0.38,15.026416666666668,3.7035
1300,Senegal,1995,3.43,31.557,8690155.0,0.01,0.375,17210296648.209,0.18,15.026416666666668,3.7035
1301,Serbia,1995,38.374,18.798,9884145.0,0.16,0.091,40959922067.172,0.42,15.026416666666668,3.7035
1302,Seychelles,1995,0.198,27.397,76653.0,0.0,0.435,760132185.0,0.44,15.026416666666668,3.7035
1303,Sierra Leone,1995,0.231,26.994,4303953.0,0.0,0.329,5367842536.1,0.13,15.026416666666668,3.7035
1304,Singapore,1995,40.546,28.083,3525964.0,0.17,0.233,110414860939.645,0.53,15.026416666666668,3.7035
1305,Slovakia,1995,44.174,15.953,5375470.0,0.19,0.144,63231098364.849,0.52,15.026416666666668,3.7035
1306,Slovenia,1995,15.342,16.753,1991126.0,0.07,0.189,35329813730.411,0.56,15.026416666666668,3.7035
1307,South Africa,1995,361.64,11.102,41435761.0,1.54,0.307,269822893228.01,0.36,15.026416666666668,3.7035
1308,South Korea,1995,383.696,20.246,45292521.0,1.64,0.262,860793764316.3,0.56,15.026416666666668,3.7035
1309,Spain,1995,267.458,20.118,39787413.0,1.14,0.154,865579000061.772,0.62,15.026416666666668,3.7035
1310,Sri Lanka,1995,5.814,28.528,18242917.0,0.02,0.269,85976456382.444,0.4,15.026416666666668,3.7035
1311,Sudan,1995,3.903,31.438,24094741.0,0.02,0.44,35066276213.194,0.19,15.026416666666668,3.7035
1312,Sweden,1995,59.414,12.909,8836421.0,0.25,0.271,251744246937.685,0.67,15.026416666666668,3.7035
1313,Switzerland,1995,43.413,13.12,6995519.0,0.19,0.246,258065989842.62,0.64,15.026416666666668,3.7035
1314,Syria,1995,41.2,27.79,14345491.0,0.18,0.287,141281073315.76,0.39,15.026416666666668,3.7035
1315,Taiwan,1995,168.873,26.674,21356025.0,0.72,0.174,450424716094.347,0.54,15.026416666666668,3.7035
1316,Tajikistan,1995,2.445,15.613,5764806.0,0.01,0.447,9460370089.835,0.37,15.026416666666668,3.7035
1317,Tanzania,1995,2.434,21.224,29649128.0,0.01,0.293,27505913538.303,0.18,15.026416666666668,3.7035
1318,Thailand,1995,155.517,28.341,59467272.0,0.66,0.207,593301611280.096,0.42,15.026416666666668,3.7035
1319,Togo,1995,1.175,26.918000000000006,4226293.0,0.01,0.215,4920022133.1,0.22,15.026416666666668,3.7035
1320,Tunisia,1995,15.547,27.634,9125400.0,0.07,0.24,54252469101.741,0.37,15.026416666666668,3.7035
1321,Turkey,1995,180.903,20.93,58486453.0,0.77,0.1689999999999999,620396829190.894,0.38,15.026416666666668,3.7035
1322,Uganda,1995,0.925,23.001,20413157.0,0.0,0.266,21811143443.88,0.17,15.026416666666668,3.7035
1323,Ukraine,1995,389.865,20.189,50903783.0,1.66,0.142,257477947425.995,0.47,15.026416666666668,3.7035
1324,United Arab Emirates,1995,70.012,34.642,2415099.0,0.3,0.384,75357174792.725,0.45,15.026416666666668,3.7035
1325,United Kingdom,1995,566.568,12.768,57932450.0,2.42,0.18,1623419056316.47,0.61,15.026416666666668,3.7035
1326,United States,1995,5421.502,18.469,265163740.0,23.12,0.162,10510263403545.8,0.69,15.026416666666668,3.7035
1327,Uruguay,1995,4.557,11.192,3224275.0,0.02,0.178,38399530035.351,0.52,15.026416666666668,3.7035
1328,Uzbekistan,1995,102.664,26.899,22791033.0,0.44,0.31,104615660924.617,0.45,15.026416666666668,3.7035
1329,Venezuela,1995,132.876,25.451,21931087.0,0.57,0.236,310739139535.716,0.47,15.026416666666668,3.7035
1330,Vietnam,1995,28.697,27.601,74910462.0,0.12,0.255,159950169615.157,0.36,15.026416666666668,3.7035
1331,Yemen,1995,10.352,31.165000000000006,14913313.0,0.04,0.696,60456441612.252,0.24,15.026416666666668,3.7035
1332,Zambia,1995,2.142,17.941000000000006,9096608.0,0.01,0.341,10767747362.294,0.2,15.026416666666668,3.7035
1333,Zimbabwe,1995,15.028,16.783,11410721.0,0.06,0.21,23569784295.734,0.28,15.026416666666668,3.7035
1334,Afghanistan,2000,0.758,25.451,20779957.0,0.0,0.487,11283793214.7,0.12,14.898833333333329,3.581833333333334
1335,Albania,2000,3.004,21.736,3129246.0,0.01,0.3670000000000001,15214264324.586,0.42,14.898833333333329,3.581833333333334
1336,Algeria,2000,82.221,32.172,31042238.0,0.33,0.364,208554150226.196,0.35,14.898833333333329,3.581833333333334
1337,Angola,2000,9.516,20.157,16395476.0,0.04,0.733,23512020960.498,0.17,14.898833333333329,3.581833333333334
1338,Argentina,2000,142.358,8.794,36870796.0,0.56,0.227,536481027720.664,0.56,14.898833333333329,3.581833333333334
1339,Armenia,2000,3.491,18.803,3069597.0,0.01,0.353,15244832384.147,0.51,14.898833333333329,3.581833333333334
1340,Australia,2000,351.82,14.402,18991434.0,1.39,0.216,691886651462.291,0.81,14.898833333333329,3.581833333333334
1341,Austria,2000,66.139,16.544,8069276.0,0.26,0.266,280410159538.359,0.69,14.898833333333329,3.581833333333334
1342,Azerbaijan,2000,29.506,21.073,8122743.0,0.12,0.288,34255695319.372,0.42,14.898833333333329,3.581833333333334
1343,Bahamas,2000,2.026,27.922,298045.0,0.01,0.354,,0.49,14.898833333333329,3.581833333333334
1344,Bahrain,2000,18.794,34.417,664610.0,0.07,0.447,11416501241.753,0.48,14.898833333333329,3.581833333333334
1345,Bangladesh,2000,26.525,28.384,127657862.0,0.11,0.191,200830320626.835,0.23,14.898833333333329,3.581833333333334
1346,Barbados,2000,1.152,27.606,271511.0,0.0,0.253,3452406192.4,0.61,14.898833333333329,3.581833333333334
1347,Belarus,2000,54.706,16.129,9871635.0,0.22,0.244,91419119131.711,0.6,14.898833333333329,3.581833333333334
1348,Belgium,2000,126.72,17.049,10282046.0,0.5,0.172,345736757962.271,0.65,14.898833333333329,3.581833333333334
1349,Belize,2000,0.396,26.507,247310.0,0.0,0.302,,0.48,14.898833333333329,3.581833333333334
1350,Benin,2000,1.473,27.271,6865946.0,0.01,0.259,12746225475.704,0.21,14.898833333333329,3.581833333333334
1351,Bolivia,2000,8.641,17.692999999999998,8418270.0,0.03,0.219,34202659681.0,0.37,14.898833333333329,3.581833333333334
1352,Botswana,2000,3.778,16.401,1643333.0,0.01,0.241,13390984155.968,0.3,14.898833333333329,3.581833333333334
1353,Brazil,2000,340.183,24.268,174790339.0,1.35,0.246,1734491269177.67,0.48,14.898833333333329,3.581833333333334
1354,Bulgaria,2000,45.466,20.154,7997951.0,0.18,0.237,70102822397.569,0.51,14.898833333333329,3.581833333333334
1355,Burkina Faso,2000,1.03,29.581,11607951.0,0.0,0.279,14546978184.47,0.15,14.898833333333329,3.581833333333334
1356,Burundi,2000,0.271,20.521,6378871.0,0.0,0.633,4647177973.8,0.16,14.898833333333329,3.581833333333334
1357,Cambodia,2000,1.975,27.392,12155241.0,0.01,0.349,20441457984.477,0.26,14.898833333333329,3.581833333333334
1358,Cameroon,2000,3.346,24.28,15513944.0,0.01,0.469,31207910102.297,0.22,14.898833333333329,3.581833333333334
1359,Canada,2000,566.552,8.958,30588379.0,2.25,0.178,1138677097834.55,0.75,14.898833333333329,3.581833333333334
1360,Cape Verde,2000,0.216,24.818,428178.0,0.0,1.002,1540942324.0,0.38,14.898833333333329,3.581833333333334
1361,Central African Republic,2000,0.234,25.498,3640421.0,0.0,0.211,3836505876.0,0.16,14.898833333333329,3.581833333333334
1362,Chad,2000,0.487,31.079,8355654.0,0.0,0.64,5599909264.45,0.13,14.898833333333329,3.581833333333334
1363,Chile,2000,58.096,5.482,15342350.0,0.23,0.261,232506467243.258,0.57,14.898833333333329,3.581833333333334
1364,China,2000,3439.152,18.493,1290550767.0,13.63,0.248,5952682333616.4,0.39,14.898833333333329,3.581833333333334
1365,Colombia,2000,56.259,24.891,39629965.0,0.22,0.278,330667819568.549,0.45,14.898833333333329,3.581833333333334
1366,Comoros,2000,0.103,24.905,542358.0,0.0,0.468,656399308.0,0.24,14.898833333333329,3.581833333333334
1367,Congo,2000,0.565,24.276,3127420.0,0.0,0.299,12472091751.101,0.27,14.898833333333329,3.581833333333334
1368,Costa Rica,2000,5.394,26.1,3962369.0,0.02,0.272,36231461149.274,0.52,14.898833333333329,3.581833333333334
1369,Croatia,2000,19.661,21.831,4428075.0,0.08,0.413,54951509725.248,0.52,14.898833333333329,3.581833333333334
1370,Cuba,2000,25.775,27.52,11126423.0,0.1,0.472,44692111865.3,0.51,14.898833333333329,3.581833333333334
1371,Cyprus,2000,7.12,25.79,943288.0,0.03,0.271,18206158458.856,0.59,14.898833333333329,3.581833333333334
1372,Denmark,2000,54.292,-3.236,5341192.0,0.22,1.181,208358712201.749,0.69,14.898833333333329,3.581833333333334
1373,Djibouti,2000,0.366,33.606,717577.0,0.0,0.895,1258388197.2,0.18,14.898833333333329,3.581833333333334
1374,Dominican Republic,2000,18.992,27.245,8471317.0,0.08,0.368,56344829388.496,0.41,14.898833333333329,3.581833333333334
1375,Ecuador,2000,20.562,21.763,12681123.0,0.08,0.274,85978873242.634,0.46,14.898833333333329,3.581833333333334
1376,Egypt,2000,140.35,29.176,68831561.0,0.56,0.743,443940929998.327,0.34,14.898833333333329,3.581833333333334
1377,El Salvador,2000,5.671,25.577,5887930.0,0.02,0.331,31478453775.639,0.38,14.898833333333329,3.581833333333334
1378,Equatorial Guinea,2000,0.616,24.568,606180.0,0.0,0.254,6341191988.3,0.31,14.898833333333329,3.581833333333334
1379,Eritrea,2000,0.604,30.825,2292413.0,0.0,0.561,,0.18,14.898833333333329,3.581833333333334
1380,Estonia,2000,15.485,14.569,1399111.0,0.06,0.204,22945025036.992,0.56,14.898833333333329,3.581833333333334
1381,Ethiopia,2000,3.463,24.543000000000006,66224808.0,0.01,0.636,50326961392.414,0.15,14.898833333333329,3.581833333333334
1382,Finland,2000,57.038,12.702,5187953.0,0.23,0.212,169209076609.206,0.77,14.898833333333329,3.581833333333334
1383,France,2000,405.901,19.034,59015092.0,1.61,0.193,2031949584571.12,0.72,14.898833333333329,3.581833333333334
1384,Gabon,2000,4.669,23.893,1228359.0,0.02,0.248,12538006053.015,0.34,14.898833333333329,3.581833333333334
1385,Gambia,2000,0.275,29.51,1317708.0,0.0,0.758,1955249598.3,0.19,14.898833333333329,3.581833333333334
1386,Georgia,2000,4.5,16.506,4362184.0,0.02,0.324,23550461380.847,0.48,14.898833333333329,3.581833333333334
1387,Germany,2000,899.852,17.180999999999997,81400883.0,3.57,0.181,2741356982555.64,0.68,14.898833333333329,3.581833333333334
1388,Ghana,2000,6.101,26.447000000000006,19278850.0,0.02,0.205,39519516377.617,0.25,14.898833333333329,3.581833333333334
1389,Greece,2000,102.999,23.229,11082103.0,0.41,0.303,225054588692.163,0.58,14.898833333333329,3.581833333333334
1390,Guatemala,2000,9.765,24.373,11650744.0,0.04,0.28,68715679927.513,0.34,14.898833333333329,3.581833333333334
1391,Guinea,2000,1.491,25.968000000000004,8240735.0,0.01,0.487,8142368437.398,0.15,14.898833333333329,3.581833333333334
1392,Guyana,2000,1.748,25.936,746718.0,0.01,0.246,,0.42,14.898833333333329,3.581833333333334
1393,Haiti,2000,1.634,28.009,8463802.0,0.01,0.272,12590117046.8,0.23,14.898833333333329,3.581833333333334
1394,Honduras,2000,4.929,25.728,6574510.0,0.02,0.314,21239307194.927,0.35,14.898833333333329,3.581833333333334
1395,Hong Kong,2000,40.283,28.124,6606328.0,0.16,0.212,216781245529.951,0.59,14.898833333333329,3.581833333333334
1396,Hungary,2000,58.365,20.811,10220509.0,0.23,0.468,134035359475.635,0.52,14.898833333333329,3.581833333333334
1397,Iceland,2000,2.932,6.5600000000000005,280439.0,0.01,0.381,9306325922.066,0.71,14.898833333333329,3.581833333333334
1398,India,2000,978.919,28.511,1056575548.0,3.88,0.206,2773211135906.04,0.27,14.898833333333329,3.581833333333334
1399,Indonesia,2000,274.727,25.831,211513822.0,1.09,0.205,1138300077496.31,0.38,14.898833333333329,3.581833333333334
1400,Iran,2000,369.15,27.892000000000003,65623397.0,1.46,0.179,600692164726.415,0.39,14.898833333333329,3.581833333333334
1401,Iraq,2000,71.716,33.215,23497589.0,0.28,0.322,89277113296.66,0.27,14.898833333333329,3.581833333333334
1402,Ireland,2000,45.249,13.839,3783095.0,0.18,0.226,147422874007.042,0.65,14.898833333333329,3.581833333333334
1403,Israel,2000,59.519,26.587,5945949.0,0.24,0.173,159558364277.855,0.63,14.898833333333329,3.581833333333334
1404,Italy,2000,470.493,21.373,56692178.0,1.86,0.301,1863750496092.61,0.65,14.898833333333329,3.581833333333334
1405,Jamaica,2000,10.314,27.604,2654698.0,0.04,0.254,17441458841.634,0.44,14.898833333333329,3.581833333333334
1406,Japan,2000,1264.375,19.393,127524168.0,5.01,0.269,4215551823735.38,0.72,14.898833333333329,3.581833333333334
1407,Jordan,2000,15.2,28.102,5122495.0,0.06,0.185,35716133661.668,0.44,14.898833333333329,3.581833333333334
1408,Kazakhstan,2000,149.054,21.808000000000003,14922724.0,0.59,0.317,142758054868.95,0.46,14.898833333333329,3.581833333333334
1409,Kenya,2000,10.391,23.794,31964557.0,0.04,0.233,59408909599.96,0.25,14.898833333333329,3.581833333333334
1410,Kuwait,2000,53.385,35.623000000000005,2045123.0,0.21,0.305,74939591664.499,0.51,14.898833333333329,3.581833333333334
1411,Kyrgyzstan,2000,4.602,15.511,4920712.0,0.02,0.467,15667580318.507,0.43,14.898833333333329,3.581833333333334
1412,Laos,2000,0.96,26.462,5323701.0,0.0,0.215,12209285533.2,0.27,14.898833333333329,3.581833333333334
1413,Latvia,2000,7.081,15.134,2384150.0,0.03,0.263,26780789136.99,0.52,14.898833333333329,3.581833333333334
1414,Lebanon,2000,15.466,25.199,3842774.0,0.06,0.214,31977721194.668,0.44,14.898833333333329,3.581833333333334
1415,Lesotho,2000,1.85,8.603,2032805.0,0.01,0.35,3769602202.8,0.27,14.898833333333329,3.581833333333334
1416,Liberia,2000,0.421,25.623,2848447.0,0.0,0.457,2767093251.0,0.23,14.898833333333329,3.581833333333334
1417,Libya,2000,47.515,29.132,5357893.0,0.19,0.66,49983477927.158,0.46,14.898833333333329,3.581833333333334
1418,Lithuania,2000,11.876,15.423,3501842.0,0.05,0.206,37788341791.271,0.53,14.898833333333329,3.581833333333334
1419,Madagascar,2000,1.867,20.538,15766806.0,0.01,0.26,19464168889.006,0.22,14.898833333333329,3.581833333333334
1420,Malawi,2000,0.865,18.781,11148751.0,0.0,0.374,10965810464.585,0.22,14.898833333333329,3.581833333333334
1421,Malaysia,2000,126.203,26.303,23194252.0,0.5,0.227,305415976532.364,0.46,14.898833333333329,3.581833333333334
1422,Mali,2000,1.066,33.819,10946448.0,0.0,0.228,12490369076.348,0.14,14.898833333333329,3.581833333333334
1423,Malta,2000,2.546,23.675,393649.0,0.01,0.454,8014504148.014,0.56,14.898833333333329,3.581833333333334
1424,Mauritania,2000,1.114,33.25,2630217.0,0.0,0.352,4838789742.0,0.2,14.898833333333329,3.581833333333334
1425,Mauritius,2000,2.689,22.268,1185147.0,0.01,0.305,16925978350.939,0.44,14.898833333333329,3.581833333333334
1426,Mexico,2000,396.066,24.765,98899845.0,1.57,0.242,1241194659983.68,0.47,14.898833333333329,3.581833333333334
1427,Moldova,2000,3.573,19.57,4202659.0,0.01,0.333,12554039951.955,0.43,14.898833333333329,3.581833333333334
1428,Mongolia,2000,7.487,18.432,2397417.0,0.03,0.288,7225650550.8,0.36,14.898833333333329,3.581833333333334
1429,Morocco,2000,33.199,25.229,28793672.0,0.13,0.335,136310686682.99,0.3,14.898833333333329,3.581833333333334
1430,Mozambique,2000,1.322,20.897,17711925.0,0.01,0.246,20141915482.164,0.19,14.898833333333329,3.581833333333334
1431,Namibia,2000,1.605,16.8,1794583.0,0.01,0.494,11306642313.636,0.34,14.898833333333329,3.581833333333334
1432,Nepal,2000,3.037,20.856,23941099.0,0.01,0.581,39381723907.2,0.24,14.898833333333329,3.581833333333334
1433,Netherlands,2000,171.085,16.163,15926188.0,0.68,0.172,603576153931.554,0.76,14.898833333333329,3.581833333333334
1434,New Zealand,2000,32.339,7.393,3858992.0,0.13,0.166,101981112535.0,0.73,14.898833333333329,3.581833333333334
1435,Nicaragua,2000,3.721,26.598000000000003,5069310.0,0.01,0.227,13909591895.4,0.35,14.898833333333329,3.581833333333334
1436,Niger,2000,0.694,33.19,11331561.0,0.0,0.438,7477987720.988,0.11,14.898833333333329,3.581833333333334
1437,Nigeria,2000,78.823,27.802000000000003,122283853.0,0.31,0.245,268133049200.584,0.21,14.898833333333329,3.581833333333334
1438,Norway,2000,42.171,7.551,4499375.0,0.17,0.25,242722150724.918,0.73,14.898833333333329,3.581833333333334
1439,Oman,2000,21.536,33.841,2267973.0,0.09,0.461,53667835136.803,0.41,14.898833333333329,3.581833333333334
1440,Pakistan,2000,105.42,30.449,142343583.0,0.42,0.3720000000000001,459798549047.041,0.24,14.898833333333329,3.581833333333334
1441,Panama,2000,5.728,26.839,3030333.0,0.02,0.272,28706484620.0,0.48,14.898833333333329,3.581833333333334
1442,Paraguay,2000,3.606,19.844,5323202.0,0.01,0.235,26804835160.359,0.43,14.898833333333329,3.581833333333334
1443,Peru,2000,30.104,19.335,26459944.0,0.12,0.46,156021172119.996,0.45,14.898833333333329,3.581833333333334
1444,Philippines,2000,72.348,27.559,77991757.0,0.29,0.254,326462616360.265,0.42,14.898833333333329,3.581833333333334
1445,Poland,2000,317.692,17.378,38556699.0,1.26,0.256,492195498802.347,0.57,14.898833333333329,3.581833333333334
1446,Portugal,2000,65.698,21.368,10297117.0,0.26,0.278,239037764026.894,0.59,14.898833333333329,3.581833333333334
1447,Puerto Rico,2000,,27.066,3668955.0,,0.322,104392660486.8,0.6,14.898833333333329,3.581833333333334
1448,Qatar,2000,34.012,34.825,592467.0,0.13,0.738,25410874832.844,0.48,14.898833333333329,3.581833333333334
1449,Romania,2000,92.364,19.28,22137423.0,0.37,0.289,156815906056.664,0.45,14.898833333333329,3.581833333333334
1450,Russia,2000,1471.259,13.247,146404890.0,5.83,0.269,1540482761936.89,0.48,14.898833333333329,3.581833333333334
1451,Rwanda,2000,0.515,19.875,7933688.0,0.0,0.6829999999999999,8053573218.006,0.18,14.898833333333329,3.581833333333334
1452,Saudi Arabia,2000,296.364,34.45800000000001,20663840.0,1.17,0.37,488694405055.645,0.41,14.898833333333329,3.581833333333334
1453,Senegal,2000,3.902,30.2,9797731.0,0.02,0.606,20451864135.793,0.19,14.898833333333329,3.581833333333334
1454,Serbia,2000,44.95,20.573,9487612.0,0.18,0.376,46079099092.305,0.46,14.898833333333329,3.581833333333334
1455,Seychelles,2000,0.315,26.735000000000007,80998.0,0.0,0.568,1136006728.0,0.45,14.898833333333329,3.581833333333334
1456,Sierra Leone,2000,0.33,26.393,4584570.0,0.0,0.595,3156875965.1,0.15,14.898833333333329,3.581833333333334
1457,Singapore,2000,48.394,27.358,4028872.0,0.19,0.364,153483300990.08,0.56,14.898833333333329,3.581833333333334
1458,Slovakia,2000,41.152,17.561,5399207.0,0.16,0.388,74412961966.101,0.52,14.898833333333329,3.581833333333334
1459,Slovenia,2000,15.043,20.004,1987710.0,0.06,0.325,42615770413.427,0.6,14.898833333333329,3.581833333333334
1460,South Africa,2000,378.255,12.492,44967713.0,1.5,0.1669999999999999,340328921138.76,0.36,14.898833333333329,3.581833333333334
1461,South Korea,2000,440.531,21.628,47379237.0,1.75,0.206,1086261686640.0,0.63,14.898833333333329,3.581833333333334
1462,Spain,2000,311.385,21.205,40824745.0,1.23,0.276,1108745393457.27,0.67,14.898833333333329,3.581833333333334
1463,Sri Lanka,2000,10.134,28.138,18777606.0,0.04,0.301,109929503052.596,0.43,14.898833333333329,3.581833333333334
1464,Sudan,2000,5.055,30.937,27275019.0,0.02,0.3670000000000001,52241852074.711,0.21,14.898833333333329,3.581833333333334
1465,Sweden,2000,54.71,11.649,8881642.0,0.22,0.265,303455100276.629,0.8,14.898833333333329,3.581833333333334
1466,Switzerland,2000,43.618,16.488,7143764.0,0.17,0.195,316330335544.719,0.69,14.898833333333329,3.581833333333334
1467,Syria,2000,50.481,28.057,16410847.0,0.2,0.3720000000000001,125737188217.547,0.4,14.898833333333329,3.581833333333334
1468,Taiwan,2000,226.979,26.58,21966528.0,0.9,0.219,590045513029.924,0.63,14.898833333333329,3.581833333333334
1469,Tajikistan,2000,2.234,15.457,6216329.0,0.01,0.4320000000000001,10735309488.208,0.36,14.898833333333329,3.581833333333334
1470,Tanzania,2000,2.572,21.316,33499177.0,0.01,0.216,38757966253.289,0.19,14.898833333333329,3.581833333333334
1471,Thailand,2000,168.8,27.326,62952639.0,0.67,0.19,595846881139.33,0.42,14.898833333333329,3.581833333333334
1472,Togo,2000,1.331,26.58,4924406.0,0.01,0.226,5742626572.8,0.23,14.898833333333329,3.581833333333334
1473,Tunisia,2000,19.672,27.56,9708347.0,0.08,0.381,71818829173.297,0.4,14.898833333333329,3.581833333333334
1474,Turkey,2000,229.791,20.265,63240196.0,0.91,0.293,807550859748.891,0.41,14.898833333333329,3.581833333333334
1475,Uganda,2000,1.361,23.445,23650159.0,0.01,0.258,28839087459.352,0.22,14.898833333333329,3.581833333333334
1476,Ukraine,2000,285.337,17.936,48838058.0,1.13,0.27,253196065590.639,0.48,14.898833333333329,3.581833333333334
1477,United Arab Emirates,2000,111.787,35.001000000000005,3134067.0,0.44,0.317,153035277383.869,0.46,14.898833333333329,3.581833333333334
1478,United Kingdom,2000,567.585,13.037,58923305.0,2.25,0.16,1889457755739.39,0.68,14.898833333333329,3.581833333333334
1479,United States,2000,6010.508,19.294,281710914.0,23.82,0.16,12973842114208.7,0.72,14.898833333333329,3.581833333333334
1480,Uruguay,2000,5.268,13.475,3319734.0,0.02,0.356,42357431949.991,0.55,14.898833333333329,3.581833333333334
1481,Uzbekistan,2000,120.994,26.155,24769955.0,0.48,0.34,116875867172.076,0.45,14.898833333333329,3.581833333333334
1482,Venezuela,2000,151.87,25.189,24192449.0,0.6,0.253,330514182307.483,0.47,14.898833333333329,3.581833333333334
1483,Vietnam,2000,52.601,26.616,79910411.0,0.21,0.211,219648871274.573,0.39,14.898833333333329,3.581833333333334
1484,Yemen,2000,14.475,32.129000000000005,17409071.0,0.06,0.6890000000000001,77750417299.748,0.26,14.898833333333329,3.581833333333334
1485,Zambia,2000,1.784,18.141,10415942.0,0.01,0.309,14964120355.907,0.18,14.898833333333329,3.581833333333334
1486,Zimbabwe,2000,13.818,16.926000000000002,11881482.0,0.05,0.171,26764978559.41,0.24,14.898833333333329,3.581833333333334
1487,Afghanistan,2005,1.303,25.745,25654274.0,0.0,0.6859999999999999,25397687313.5,0.16,15.349833333333335,4.113833333333333
1488,Albania,2005,4.199,20.165000000000006,3086810.0,0.01,0.297,20781075931.876,0.46,15.349833333333335,4.113833333333333
1489,Algeria,2005,106.473,32.3,33149720.0,0.36,0.465,326854481209.196,0.39,15.349833333333335,4.113833333333333
1490,Angola,2005,19.006,20.534,19433604.0,0.06,1.022,51967275066.259,0.22,15.349833333333335,4.113833333333333
1491,Argentina,2005,161.434,9.348,38892924.0,0.55,0.222,604065460533.568,0.61,15.349833333333335,4.113833333333333
1492,Armenia,2005,4.376,17.723,2981262.0,0.01,0.261,23626534068.534,0.54,15.349833333333335,4.113833333333333
1493,Australia,2005,387.602,16.160999999999998,20178543.0,1.31,0.149,840554549196.955,0.84,15.349833333333335,4.113833333333333
1494,Austria,2005,79.068,15.518,8253656.0,0.27,0.24,311537609801.575,0.71,15.349833333333335,4.113833333333333
1495,Azerbaijan,2005,34.286,20.635,8538610.0,0.12,0.299,64019198584.118,0.47,15.349833333333335,4.113833333333333
1496,Bahamas,2005,1.905,28.172,324848.0,0.01,0.218,,0.52,15.349833333333335,4.113833333333333
1497,Bahrain,2005,19.804,34.825,889157.0,0.07,0.604,22640010013.9,0.51,15.349833333333335,4.113833333333333
1498,Bangladesh,2005,37.677,29.313,139035505.0,0.13,0.272,280327133312.053,0.24,15.349833333333335,4.113833333333333
1499,Barbados,2005,1.319,28.1,276320.0,0.0,0.222,3466246056.0,0.62,15.349833333333335,4.113833333333333
1500,Belarus,2005,61.127,15.768,9562083.0,0.21,0.233,123858050829.917,0.63,15.349833333333335,4.113833333333333
1501,Belgium,2005,125.641,17.995,10546885.0,0.42,0.1,380849786534.744,0.79,15.349833333333335,4.113833333333333
1502,Belize,2005,0.421,27.905,283798.0,0.0,0.3229999999999999,,0.51,15.349833333333335,4.113833333333333
1503,Benin,2005,2.49,27.203000000000003,7982223.0,0.01,0.153,14703566152.639,0.24,15.349833333333335,4.113833333333333
1504,Bolivia,2005,11.176,19.225,9232301.0,0.04,0.28,40332390742.629,0.41,15.349833333333335,4.113833333333333
1505,Botswana,2005,4.093,18.045,1799077.0,0.01,0.5770000000000001,17874605666.243,0.31,15.349833333333335,4.113833333333333
1506,Brazil,2005,364.371,24.962,186127108.0,1.23,0.189,2127880873244.6,0.49,15.349833333333335,4.113833333333333
1507,Bulgaria,2005,50.656,18.293,7686964.0,0.17,0.21,91870123465.719,0.53,15.349833333333335,4.113833333333333
1508,Burkina Faso,2005,1.122,29.596,13421935.0,0.0,0.229,17737646983.628,0.16,15.349833333333335,4.113833333333333
1509,Burundi,2005,0.154,21.366,7364857.0,0.0,0.898,5144958948.3,0.16,15.349833333333335,4.113833333333333
1510,Cambodia,2005,2.774,28.574,13273355.0,0.01,0.168,28450984911.951,0.29,15.349833333333335,4.113833333333333
