,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
236,Bahrain,1960,0.575,33.21700000000001,162429.0,0.01,0.602,709928736.0,0.25,14.317416666666665,2.932583333333333
237,Bangladesh,1960,2.212,28.762,48013505.0,0.02,0.384,47441014588.0,0.1,14.317416666666665,2.932583333333333
238,Barbados,1960,0.172,27.847,230985.0,0.0,0.284,1233312000.0,0.4,14.317416666666665,2.932583333333333
239,Belgium,1960,90.908,16.904,9167361.0,0.97,0.254,101044314700.0,0.48,14.317416666666665,2.932583333333333
240,Belize,1960,0.044,27.394,92068.0,0.0,0.503,,0.28,14.317416666666665,2.932583333333333
241,Benin,1960,0.161,26.857,2431617.0,0.0,0.3229999999999999,3031729748.0,0.09,14.317416666666665,2.932583333333333
242,Bolivia,1960,1.004,18.046,3656961.0,0.01,0.618,8791226880.0,0.15,14.317416666666665,2.932583333333333
243,Brazil,1960,46.852,23.38000000000001,72179235.0,0.5,0.537,243618964380.0,0.23,14.317416666666665,2.932583333333333
244,Bulgaria,1960,22.271,18.261,7885607.0,0.24,0.353,36520350108.0,0.38,14.317416666666665,2.932583333333333
245,Burkina Faso,1960,0.044,29.327,4829289.0,0.0,0.236,4724687916.0,0.06,14.317416666666665,2.932583333333333
246,Burundi,1960,0.036,20.066,2797925.0,0.0,0.691,2063691865.0,0.09,14.317416666666665,2.932583333333333
247,Cambodia,1960,0.234,27.768,5722372.0,0.0,0.265,6164508610.0,0.14,14.317416666666665,2.932583333333333
248,Cameroon,1960,0.271,24.355,5176920.0,0.0,0.209,7437215760.0,0.1,14.317416666666665,2.932583333333333
249,Canada,1960,192.716,9.943,17847404.0,2.05,0.347,254857905280.0,0.53,14.317416666666665,2.932583333333333
250,Cape Verde,1960,0.022,24.108,201770.0,0.0,0.355,223595000.0,0.14,14.317416666666665,2.932583333333333
251,Central African Republic,1960,0.088,25.388,1501668.0,0.0,0.311,2298789000.0,0.1,14.317416666666665,2.932583333333333
252,Chad,1960,0.055,31.38,3001604.0,0.0,0.296,2963203122.0,0.06,14.317416666666665,2.932583333333333
253,Chile,1960,13.476,5.3260000000000005,8132988.0,0.14,0.332,51436251569.0,0.32,14.317416666666665,2.932583333333333
254,China,1960,798.8,17.832,660408054.0,8.51,0.259,705092990000.0,0.15,14.317416666666665,2.932583333333333
255,Colombia,1960,16.39,24.599,16057714.0,0.17,0.332,63491853460.0,0.24,14.317416666666665,2.932583333333333
256,Congo,1960,0.224,24.059,1018254.0,0.0,0.325,2003425786.0,0.13,14.317416666666665,2.932583333333333
257,Costa Rica,1960,0.491,25.957,1330787.0,0.01,0.341,5401439216.0,0.31,14.317416666666665,2.932583333333333
258,Cuba,1960,13.687,27.035,7141241.0,0.15,0.339,21038838000.0,0.33,14.317416666666665,2.932583333333333
259,Cyprus,1960,0.886,24.048,572933.0,0.01,0.305,2003208000.0,0.36,14.317416666666665,2.932583333333333
260,Denmark,1960,29.75,-3.804,4581099.0,0.32,0.523,64344726000.0,0.49,14.317416666666665,2.932583333333333
261,Djibouti,1960,0.04,32.144,83634.0,0.0,1.125,453657000.0,0.1,14.317416666666665,2.932583333333333
262,Dominican Republic,1960,1.04,26.961,3294222.0,0.01,0.386,6705337600.0,0.23,14.317416666666665,2.932583333333333
263,Ecuador,1960,1.762,21.450000000000006,4543658.0,0.02,0.374,16113823444.0,0.24,14.317416666666665,2.932583333333333
264,Egypt,1960,16.033,29.127,26632891.0,0.17,0.416,42417643800.0,0.16,14.317416666666665,2.932583333333333
265,El Salvador,1960,0.619,25.422,2766319.0,0.01,0.311,7261992979.0,0.2,14.317416666666665,2.932583333333333
266,Equatorial Guinea,1960,0.022,24.303,255338.0,0.0,0.269,268644000.0,0.13,14.317416666666665,2.932583333333333
267,Eritrea,1960,,30.084,1007586.0,,0.7170000000000001,,0.06,14.317416666666665,2.932583333333333
268,Ethiopia,1960,0.352,23.763,22151284.0,0.0,0.701,17260063597.34,0.05,14.317416666666665,2.932583333333333
269,Finland,1960,15.087,13.98,4434593.0,0.16,0.298,43990357600.0,0.47,14.317416666666665,2.932583333333333
270,France,1960,295.396,18.781,45673147.0,3.15,0.3229999999999999,549318528000.0,0.49,14.317416666666665,2.932583333333333
271,Gabon,1960,0.132,23.540000000000006,500922.0,0.0,0.233,1775983946.0,0.15,14.317416666666665,2.932583333333333
272,Gambia,1960,0.018,29.685,365049.0,0.0,0.419,410784000.0,0.06,14.317416666666665,2.932583333333333
273,Germany,1960,813.95,16.423000000000002,73414229.0,8.67,0.291,890210033058.0,0.47,14.317416666666665,2.932583333333333
274,Ghana,1960,1.462,26.067,6635229.0,0.02,0.278,15287347751.0,0.15,14.317416666666665,2.932583333333333
275,Greece,1960,9.392,21.645,8273628.0,0.1,0.249,41761936075.0,0.35,14.317416666666665,2.932583333333333
276,Guatemala,1960,1.344,24.871,4210751.0,0.01,0.287,14333600000.0,0.16,14.317416666666665,2.932583333333333
277,Guinea,1960,0.41,25.752,3494164.0,0.0,0.3,2027055437.0,0.06,14.317416666666665,2.932583333333333
278,Guyana,1960,0.66,25.546,571813.0,0.01,0.485,,0.3,14.317416666666665,2.932583333333333
279,Haiti,1960,0.286,27.697000000000006,3866162.0,0.0,0.359,6687873000.0,0.12,14.317416666666665,2.932583333333333
280,Honduras,1960,0.615,25.73,2038636.0,0.01,0.197,4190171080.0,0.18,14.317416666666665,2.932583333333333
281,Hong Kong,1960,2.953,27.632,3046048.0,0.03,0.311,15390129678.144,0.31,14.317416666666665,2.932583333333333
282,Hungary,1960,45.328,19.131,10000989.0,0.48,0.348,58064105792.0,0.43,14.317416666666665,2.932583333333333
283,India,1960,111.45,29.581,450547675.0,1.19,0.347,520800000000.0,0.14,14.317416666666665,2.932583333333333
284,Indonesia,1960,21.385,25.863000000000003,87751066.0,0.23,0.324,154784591340.87,0.15,14.317416666666665,2.932583333333333
285,Iran,1960,37.359,27.76,21906909.0,0.4,0.357,74059070267.0,0.15,14.317416666666665,2.932583333333333
286,Iraq,1960,8.256,31.934,7289753.0,0.09,0.294,29744050800.0,0.17,14.317416666666665,2.932583333333333
287,Ireland,1960,11.169,14.732,2791390.0,0.12,0.291,19328400000.0,0.46,14.317416666666665,2.932583333333333
288,Israel,1960,6.46,25.255,2060476.0,0.07,0.284,15917732335.0,0.43,14.317416666666665,2.932583333333333
289,Italy,1960,109.203,19.942,49699947.0,1.16,0.403,473363368000.0,0.39,14.317416666666665,2.932583333333333
290,Jamaica,1960,1.468,26.912,1628524.0,0.02,0.851,6902446320.0,0.33,14.317416666666665,2.932583333333333
291,Japan,1960,232.5,18.712,93673612.0,2.48,0.287,597858267852.0,0.45,14.317416666666665,2.932583333333333
292,Jordan,1960,0.743,26.608,933102.0,0.01,0.357,3151384710.0,0.2,14.317416666666665,2.932583333333333
293,Kenya,1960,2.424,23.351,8120082.0,0.03,0.348,9437448839.0,0.14,14.317416666666665,2.932583333333333
294,Kuwait,1960,7.797,34.761,269026.0,0.08,0.508,13421785741.0,0.3,14.317416666666665,2.932583333333333
295,Laos,1960,0.081,27.699,2120892.0,0.0,0.342,1780239000.0,0.11,14.317416666666665,2.932583333333333
296,Lebanon,1960,2.576,23.641,1804935.0,0.03,0.26,10381597820.0,0.26,14.317416666666665,2.932583333333333
297,Liberia,1960,0.165,25.163,1118655.0,0.0,0.5660000000000001,3876070000.0,0.1,14.317416666666665,2.932583333333333
298,Libya,1960,0.692,30.095,1448416.0,0.01,0.484,1770103881.0,0.16,14.317416666666665,2.932583333333333
299,Madagascar,1960,0.399,20.106,5099368.0,0.0,0.3,9828725753.0,0.14,14.317416666666665,2.932583333333333
300,Malawi,1960,0.438,18.669,3659980.0,0.0,0.234,2166878832.0,0.11,14.317416666666665,2.932583333333333
301,Malaysia,1960,4.201,26.499,8156342.0,0.04,0.278,20557094427.0,0.23,14.317416666666665,2.932583333333333
302,Mali,1960,0.121,33.408,5263727.0,0.0,0.33,3825022038.0,0.06,14.317416666666665,2.932583333333333
303,Mauritania,1960,0.037,32.741,850377.0,0.0,0.358,1019821000.0,0.06,14.317416666666665,2.932583333333333
304,Mauritius,1960,0.18,21.996,660025.0,0.0,0.37,2915554684.0,0.28,14.317416666666665,2.932583333333333
305,Mexico,1960,63.052,26.039,37771861.0,0.67,0.226,182206279115.0,0.26,14.317416666666665,2.932583333333333
306,Morocco,1960,3.636,22.922,12328532.0,0.04,0.652,26312833212.0,0.13,14.317416666666665,2.932583333333333
307,Mozambique,1960,1.882,20.384,7184870.0,0.02,0.209,15803766450.0,0.1,14.317416666666665,2.932583333333333
308,Nepal,1960,0.081,22.255,10105060.0,0.0,0.472,9834300000.0,0.08,14.317416666666665,2.932583333333333
309,Netherlands,1960,73.438,16.288,11448815.0,0.78,0.327,151718574000.0,0.51,14.317416666666665,2.932583333333333
310,New Zealand,1960,11.532,6.455,2372599.0,0.12,0.3229999999999999,35782531902.0,0.53,14.317416666666665,2.932583333333333
311,Nicaragua,1960,0.531,26.541,1773132.0,0.01,0.258,4699964000.0,0.19,14.317416666666665,2.932583333333333
312,Niger,1960,0.029,33.125,3388774.0,0.0,0.336,4746060219.0,0.04,14.317416666666665,2.932583333333333
313,Nigeria,1960,3.403,27.551,45138460.0,0.04,0.304,54302555053.0,0.1,14.317416666666665,2.932583333333333
314,Norway,1960,13.087,9.262,3582508.0,0.14,0.416,41123367437.0,0.5,14.317416666666665,2.932583333333333
315,Pakistan,1960,11.926,30.392000000000003,44988690.0,0.13,0.306,51948891838.0,0.11,14.317416666666665,2.932583333333333
316,Panama,1960,0.996,26.566,1133005.0,0.01,0.355,3693116000.0,0.29,14.317416666666665,2.932583333333333
317,Paraguay,1960,0.304,18.974,1903990.0,0.0,0.352,4479776148.0,0.29,14.317416666666665,2.932583333333333
318,Peru,1960,8.165,18.982,10155011.0,0.09,0.362,47003423000.0,0.23,14.317416666666665,2.932583333333333
319,Philippines,1960,8.325,27.482,26269741.0,0.09,0.308,67128593467.0,0.25,14.317416666666665,2.932583333333333
320,Poland,1960,199.577,17.096,29614201.0,2.13,0.361,151647940250.0,0.41,14.317416666666665,2.932583333333333
321,Portugal,1960,8.214,20.655,8844638.0,0.09,0.356,42580930400.0,0.29,14.317416666666665,2.932583333333333
322,Puerto Rico,1960,,27.328000000000003,2294971.0,,0.262,12853458000.0,0.4,14.317416666666665,2.932583333333333
323,Qatar,1960,0.176,33.734,47383.0,0.0,0.516,2384206812.0,0.26,14.317416666666665,2.932583333333333
324,Romania,1960,53.394,18.057,18613945.0,0.57,0.337,29537479470.0,0.34,14.317416666666665,2.932583333333333
325,Russia,1960,882.927,12.295,119871700.0,9.41,0.277,664792984581.0,0.42,14.317416666666665,2.932583333333333
326,Rwanda,1960,0.07,19.465,2935575.0,0.0,0.604,3710928096.0,0.11,14.317416666666665,2.932583333333333
327,Saudi Arabia,1960,2.674,33.298,4086534.0,0.03,0.598,27970088328.0,0.09,14.317416666666665,2.932583333333333
328,Senegal,1960,0.827,30.562,3206757.0,0.01,0.347,7530367824.0,0.09,14.317416666666665,2.932583333333333
329,Serbia,1960,15.303,18.636000000000006,7556732.0,0.16,0.396,26289605664.0,0.33,14.317416666666665,2.932583333333333
330,Sierra Leone,1960,0.714,26.031,2317638.0,0.01,0.442,2817696000.0,0.07,14.317416666666665,2.932583333333333
331,Singapore,1960,1.392,27.626,1633133.0,0.01,0.281,5703129600.0,0.3,14.317416666666665,2.932583333333333
332,South Africa,1960,97.844,11.063,17099836.0,1.04,0.183,84418517091.0,0.23,14.317416666666665,2.932583333333333
333,South Korea,1960,12.54,21.036,25329521.0,0.13,0.322,38358210248.052,0.25,14.317416666666665,2.932583333333333
334,Spain,1960,48.866,20.86,30402413.0,0.52,0.301,154339658919.0,0.38,14.317416666666665,2.932583333333333
335,Sri Lanka,1960,2.257,28.14,9874476.0,0.02,0.281,20461441296.0,0.29,14.317416666666665,2.932583333333333
336,Sudan,1960,1.246,30.995,7544498.0,0.01,0.335,13579265867.04,0.09,14.317416666666665,2.932583333333333
337,Sweden,1960,49.171,13.584,7482536.0,0.52,0.385,103590520000.0,0.5,14.317416666666665,2.932583333333333
338,Switzerland,1960,19.499,15.351,5280683.0,0.21,0.318,87713523102.8,0.49,14.317416666666665,2.932583333333333
339,Syria,1960,3.219,26.519,4573514.0,0.03,0.205,21842392183.0,0.19,14.317416666666665,2.932583333333333
340,Taiwan,1960,11.874,26.186,10876147.0,0.13,0.285,23427177000.0,0.3,14.317416666666665,2.932583333333333
341,Tanzania,1960,0.828,21.081,10052151.0,0.01,0.49,7510065996.0,0.1,14.317416666666665,2.932583333333333
342,Thailand,1960,3.709,28.071,27397208.0,0.04,0.301,47266904500.0,0.22,14.317416666666665,2.932583333333333
343,Togo,1960,0.066,26.109,1580508.0,0.0,0.276,1540448000.0,0.09,14.317416666666665,2.932583333333333
344,Tunisia,1960,1.724,27.360000000000007,4178234.0,0.02,0.626,8883345137.0,0.16,14.317416666666665,2.932583333333333
345,Turkey,1960,16.799,19.063,27472339.0,0.18,0.274,85808268002.0,0.2,14.317416666666665,2.932583333333333
346,Uganda,1960,0.421,22.996,6767092.0,0.0,0.615,8256737094.0,0.13,14.317416666666665,2.932583333333333
347,United Arab Emirates,1960,0.011,34.268,92417.0,0.0,0.6409999999999999,3684790384.0,0.18,14.317416666666665,2.932583333333333
348,United Kingdom,1960,584.02,14.114999999999998,52370595.0,6.22,0.294,721686160000.0,0.5,14.317416666666665,2.932583333333333
349,United States,1960,2897.138,18.864,186720570.0,30.86,0.265,3262376247000.0,0.51,14.317416666666665,2.932583333333333
350,Uruguay,1960,4.315,11.713,2538648.0,0.05,0.378,19344196067.0,0.39,14.317416666666665,2.932583333333333
351,Venezuela,1960,57.017,24.881,8141839.0,0.61,0.447,91554348028.0,0.3,14.317416666666665,2.932583333333333
352,Vietnam,1960,7.484,27.572,32670048.0,0.08,0.259,40330103268.0,0.15,14.317416666666665,2.932583333333333
353,Zambia,1960,4.355,18.068,3070780.0,0.05,0.335,4978620000.0,0.15,14.317416666666665,2.932583333333333
354,Zimbabwe,1960,5.943,16.572,3776679.0,0.06,0.198,5996344835.0,0.17,14.317416666666665,2.932583333333333
355,Afghanistan,1965,1.007,24.165,9956318.0,0.01,0.434,14187420000.0,0.07,14.268416666666667,2.841416666666666
356,Albania,1965,2.173,19.943,1896175.0,0.02,0.632,5029350840.0,0.3,14.268416666666667,2.841416666666666
357,Algeria,1965,6.589,30.515,12550880.0,0.06,0.906,35661974271.0,0.17,14.268416666666667,2.841416666666666
358,Angola,1965,1.186,19.282,5770573.0,0.01,0.56,13062976992.0,0.08,14.268416666666667,2.841416666666666
359,Argentina,1965,58.805,11.363,22159644.0,0.52,0.388,226284880500.0,0.39,14.268416666666667,2.841416666666666
360,Australia,1965,120.853,15.538,11313186.0,1.07,0.452,185112111888.0,0.52,14.268416666666667,2.841416666666666
361,Austria,1965,38.141,14.609000000000002,7305154.0,0.34,0.425,89635519592.0,0.48,14.268416666666667,2.841416666666666
362,Bahamas,1965,1.315,27.113000000000003,140060.0,0.01,0.377,,0.41,14.268416666666667,2.841416666666666
363,Bahrain,1965,1.227,34.242000000000004,187432.0,0.01,0.342,967989924.0,0.29,14.268416666666667,2.841416666666666
364,Bangladesh,1965,3.121,28.314,55385114.0,0.03,0.452,58415451816.0,0.12,14.268416666666667,2.841416666666666
365,Barbados,1965,0.205,27.261,235415.0,0.0,0.431,1519980000.0,0.44,14.268416666666667,2.841416666666666
366,Belgium,1965,105.331,15.76,9443948.0,0.93,0.518,128900428300.0,0.49,14.268416666666667,2.841416666666666
367,Belize,1965,0.084,27.054,106120.0,0.0,0.63,,0.29,14.268416666666667,2.841416666666666
368,Benin,1965,0.15,26.632,2632361.0,0.0,0.621,3566214112.0,0.1,14.268416666666667,2.841416666666666
369,Bolivia,1965,1.509,19.38,4038865.0,0.01,0.368,11093693885.0,0.19,14.268416666666667,2.841416666666666
370,Brazil,1965,56.33,23.894,83373533.0,0.5,0.409,300547048236.0,0.25,14.268416666666667,2.841416666666666
371,Bulgaria,1965,46.269,19.317,8222588.0,0.41,0.429,50331991800.0,0.42,14.268416666666667,2.841416666666666
372,Burkina Faso,1965,0.103,29.033,5174874.0,0.0,0.5720000000000001,5469261153.0,0.07,14.268416666666667,2.841416666666666
373,Burundi,1965,0.037,19.667,3094378.0,0.0,0.5329999999999999,2228969059.0,0.09,14.268416666666667,2.841416666666666
374,Cambodia,1965,0.377,27.385,6467191.0,0.0,0.364,7229630190.0,0.16,14.268416666666667,2.841416666666666
375,Cameroon,1965,0.311,24.246,5773538.0,0.0,0.409,8502576684.0,0.11,14.268416666666667,2.841416666666666
376,Canada,1965,251.917,8.673,19627973.0,2.23,0.4320000000000001,335067010176.0,0.58,14.268416666666667,2.841416666666666
377,Cape Verde,1965,0.026,24.151,230421.0,0.0,0.474,298352000.0,0.16,14.268416666666667,2.841416666666666
378,Central African Republic,1965,0.088,25.222,1639706.0,0.0,0.256,2386648000.0,0.11,14.268416666666667,2.841416666666666
379,Chad,1965,0.106,30.326,3309583.0,0.0,0.445,3053546760.0,0.08,14.268416666666667,2.841416666666666
380,Chile,1965,17.747,7.187,8989607.0,0.16,0.407,61339719600.0,0.35,14.268416666666667,2.841416666666666
381,China,1965,500.286,17.677,724218970.0,4.42,0.463,896126805000.0,0.23,14.268416666666667,2.841416666666666
382,Colombia,1965,22.859,24.613000000000003,18725242.0,0.2,0.435,79917506050.0,0.27,14.268416666666667,2.841416666666666
383,Congo,1965,0.245,24.255,1155389.0,0.0,0.474,2358845705.0,0.15,14.268416666666667,2.841416666666666
384,Costa Rica,1965,0.846,26.181,1592834.0,0.01,0.65,7412735715.0,0.35,14.268416666666667,2.841416666666666
385,Cuba,1965,14.594,26.719,7958171.0,0.13,0.461,24117280000.0,0.36,14.268416666666667,2.841416666666666
386,Cyprus,1965,1.15,25.11,580972.0,0.01,0.535,2850610000.0,0.37,14.268416666666667,2.841416666666666
387,Denmark,1965,44.293,-5.134,4760461.0,0.39,0.984,83071667900.0,0.5,14.268416666666667,2.841416666666666
388,Djibouti,1965,0.121,32.152,114976.0,0.0,0.899,574674000.0,0.11,14.268416666666667,2.841416666666666
389,Dominican Republic,1965,1.545,26.177,3877768.0,0.01,0.416,7638403167.0,0.24,14.268416666666667,2.841416666666666
390,Ecuador,1965,2.274,22.028,5243980.0,0.02,0.674,20931716110.0,0.26,14.268416666666667,2.841416666666666
391,Egypt,1965,27.609,30.66,30433024.0,0.24,0.514,58532796232.0,0.17,14.268416666666667,2.841416666666666
392,El Salvador,1965,1.04,25.463,3201310.0,0.01,0.65,10112822052.0,0.23,14.268416666666667,2.841416666666666
393,Equatorial Guinea,1965,0.029,24.496,276296.0,0.0,0.444,480194000.0,0.16,14.268416666666667,2.841416666666666
394,Eritrea,1965,,30.055,1148188.0,,0.812,,0.09,14.268416666666667,2.841416666666666
395,Ethiopia,1965,0.644,23.93,25013634.0,0.01,0.441,23721571507.6,0.06,14.268416666666667,2.841416666666666
396,Finland,1965,25.3,12.588,4568604.0,0.22,0.501,55796187432.0,0.47,14.268416666666667,2.841416666666666
397,France,1965,362.962,17.726,48746653.0,3.21,0.51,727557418000.0,0.5,14.268416666666667,2.841416666666666
398,Gabon,1965,0.216,23.781,533357.0,0.0,0.44,2194509636.0,0.18,14.268416666666667,2.841416666666666
399,Gambia,1965,0.029,29.161,405258.0,0.0,0.718,563616000.0,0.08,14.268416666666667,2.841416666666666
400,Germany,1965,960.102,15.720999999999998,76258034.0,8.48,0.475,1107504056342.0,0.49,14.268416666666667,2.841416666666666
401,Ghana,1965,1.704,25.808000000000003,7739463.0,0.02,0.539,17781316440.0,0.17,14.268416666666667,2.841416666666666
402,Greece,1965,16.999,22.249,8453819.0,0.15,0.4920000000000001,61451243271.0,0.39,14.268416666666667,2.841416666666666
403,Guatemala,1965,1.974,24.685,4869714.0,0.02,0.599,18509400000.0,0.19,14.268416666666667,2.841416666666666
404,Guinea,1965,0.696,25.59,3801711.0,0.01,0.429,2489841396.0,0.08,14.268416666666667,2.841416666666666
405,Guyana,1965,1.077,25.32,651865.0,0.01,0.499,,0.33,14.268416666666667,2.841416666666666
406,Haiti,1965,0.304,27.03,4258734.0,0.0,0.469,6501272000.0,0.13,14.268416666666667,2.841416666666666
407,Honduras,1965,0.751,25.849,2346005.0,0.01,0.639,5389673926.0,0.2,14.268416666666667,2.841416666666666
408,Hong Kong,1965,4.803,26.871,3467220.0,0.04,0.458,25526550420.866,0.35,14.268416666666667,2.841416666666666
409,Hungary,1965,61.234,18.547,10169802.0,0.54,0.418,71364973086.0,0.46,14.268416666666667,2.841416666666666
410,India,1965,153.868,29.666,499123328.0,1.36,0.6759999999999999,596065000000.0,0.16,14.268416666666667,2.841416666666666
411,Indonesia,1965,24.668,25.68,100267070.0,0.22,0.378,165966273198.1,0.17,14.268416666666667,2.841416666666666
412,Iran,1965,53.718,27.046000000000006,24954865.0,0.47,0.595,109475799528.0,0.18,14.268416666666667,2.841416666666666
413,Iraq,1965,19.293,32.71,8375795.0,0.17,0.451,41774679786.0,0.19,14.268416666666667,2.841416666666666
414,Ireland,1965,13.717,13.423,2823644.0,0.12,0.502,23154676000.0,0.48,14.268416666666667,2.841416666666666
415,Israel,1965,12.929,26.624,2490322.0,0.11,0.444,25774105448.0,0.45,14.268416666666667,2.841416666666666
416,Italy,1965,189.528,19.19,51677247.0,1.67,0.513,629615768100.0,0.41,14.268416666666667,2.841416666666666
417,Jamaica,1965,2.989,27.073,1756508.0,0.03,0.489,8698580918.0,0.36,14.268416666666667,2.841416666666666
418,Japan,1965,386.471,18.869,98447007.0,3.41,0.455,935329889106.0,0.49,14.268416666666667,2.841416666666666
419,Jordan,1965,1.42,28.067,1173603.0,0.01,0.382,5385863262.0,0.22,14.268416666666667,2.841416666666666
420,Kenya,1965,2.464,22.861,9530163.0,0.02,0.392,11306227936.0,0.15,14.268416666666667,2.841416666666666
421,Kuwait,1965,35.391,35.136,472032.0,0.31,0.5379999999999999,17859849853.0,0.33,14.268416666666667,2.841416666666666
422,Laos,1965,0.18,26.55,2382586.0,0.0,0.414,2077650000.0,0.11,14.268416666666667,2.841416666666666
423,Lebanon,1965,3.312,25.042,2092373.0,0.03,0.504,13524814540.0,0.3,14.268416666666667,2.841416666666666
424,Liberia,1965,0.557,25.175,1245104.0,0.0,0.627,4399551000.0,0.12,14.268416666666667,2.841416666666666
